Brand Name,Brand Image Name,Category,Product Name,Description,Price,Product Image Name,Product Code
Diversey,Diversey Logo,Kitchen Hygiene,Suma Multi D2 Bottle Kit,"Concentrated all purpose detergent for cleaning hard surfaces, including floors, walls, doors, ceilings and general equipment.

Moderately alkaline, non-solvent multi-purpose cleaner.",25.69,Suma Multi D2 Bottle Kit ,JD0349(BK)
Diversey,Diversey Logo,Kitchen Hygiene,Suma Multipurpose D2.3 SmartDose,"Super concentrated kitchen detergent for cleaning all washable surfaces, part of the SmartDose System

Simple offering for small kitchens
No need for equipment installation
Four products in one; Floor cleaner, glass cleaner, general purpose cleaner and hand dishwashing",27.01,Suma Multipurpose D2.3 SmartDose,JD0349
Diversey,Diversey Logo,Kitchen Hygiene,Suma Sol D4.8 10kg,"Powder detergent disinfectant for use on all hard surfaces

Suma Sol D4.8 is a powder suitable for use on all hard surfaces, equipment and utensils requiring disinfection.  Suma Sol D4.8 contains Chlorine which has a broad spectrum of activity against micro-organisms. 

Suma Sol D4.8 also contains a scale control agent, which makes it effective in all water conditions.  This disinfecting powder is effective against a wide spectrum of micro-organisms, helping to improve hygiene security. 

Suitable for disinfection of all kitchen equipment, Suma Sol is easily soluble in water and effective in all water conditions.",35.94,Suma Sol D4.8 10kg ,JD0174
Diversey,Diversey Logo,Kitchen Hygiene,Suma Inox D7 S/S Cleaner 750 ml,"Ready to use stainless steel polish

An oil-based, ready-to-use cleaner and polish for use on stainless steel non-food contact surfaces and other metal surfaces, such as brass, aluminum and copper. Ideal for use on refrigerator doors, handles, trolleys and dishwashing machines. Leaves the surface clean and shiny. Colorless with a hydrocarbon scent.

Helps protect surfaces by forming a protective film
Keeps surfaces looking good, with a smooth lustre
Resists finger marks and water spotting to maintain a polished appearance for longer",5.93,Suma Inox D7 S/S Cleaner 750 ml ,JD0002
Diversey,Diversey Logo,Kitchen Hygiene,Suma Inox D7.1 S/S Cleaner 750ml,"Ready to use stainless steel polish.

Stainless steel is notoriously hard to keep free from finger marks, but the Suma Inox D7.1 Stainless Steel Polish 750ml is here to help! The specially designed formula brings a sparkling shine to any stainless steel surfaces, giving them a brand new shine free of any dullness or finger marks. The 750ml bottle features an easy-to-use trigger spray for easy application. Not safe for food preparation surfaces.

Product features

Capacity 750ml

Material Plastic

Finish - external Transparent

Transparent bottle clearly shows contents

Suitable for use on furniture and appliances

No CFC's

¿Colour coded alphanumeric label

Ready to use - no dilution needed

Box Quantity: 1 x 750ml",5.93,Suma Inox D7.1 S/S Cleaner 750ml ,JD0002(D7.1)
Diversey,Diversey Logo,Kitchen Hygiene,Suma Special L4 2x5L,"Dishwashing detergent for medium water hardness conditions

Suma Special L4 is a concentrated liquid mechanical ware washing detergent specially formulated to provide excellent soil removal in medium hard water conditions.",37.65,Suma Special L4 2x5L ,JD0048
Diversey,Diversey Logo,Kitchen Hygiene,Suma Alu L10 2x5L,"Dishwashing detergent, for use in medium and hard water conditions

Concentrated liquid detergent specially formulated to provide excellent soil removal in medium to hard water conditions.
Formulation makes it suitable for use on aluminium.",30.79,Suma Alu L10 2x5L,JD0095
Diversey,Diversey Logo,Kitchen Hygiene,Suma Nova L6 2x5L,"Dishwashing detergent for all water types.

 

Suma Bac D10 Conc
• Concentrated liquid sanitiser which cleans and disinfects all food contact surfaces in one step
• Economical cost in use by the controlled dosing dispenser. One 1.5L pouch doses 150 trigger spray bottles
• Effective against a side spectrum of micro-organisms, helping improve hygiene security
• Well known food industry product.",35.82,Suma Nova L6 2x5L ,JD0049
Diversey,Diversey Logo,Kitchen Hygiene,Suma Revoflow Clean P5 3x4.5kg,"Detergent suitable for use in medium to hard water conditions, part of the Revoflow system

Highly alkaline, chlorinated powder detergent for use with the Suma Revoflow system 

- Highly chlorinated powder detergent for effective stain removal

- Innovative cap prevents spillage or accidental mixing

- Outstanding results every time",241.39,Suma Revoflow Clean P5 3x4.5kg ,JD0378
Diversey,Diversey Logo,Kitchen Hygiene,Suma Revoflow Safe P9 3x4.5Kg,"Aluminum safe, non-corrosive detergent for use in all water conditions, part of the Revoflow system

Aluminium safe powder detergent for use as part of the Suma Revoflow system 

- Chlorinated powder detergent

- Safe for use on aluminium

- Kind to delicate decorated crockery.",257.84,Suma Revoflow Safe P9 3x4.5Kg ,JD0413
Diversey,Diversey Logo,Kitchen Hygiene,Suma Dify 40x75grm,Manually dosed machine dishwash soluble sachet.,?,Suma Dify 40x75grm ,JD0037
Diversey,Diversey Logo,Kitchen Hygiene,Suma Rinse A5 Aid 2x5L,"Concentrated rinse aid for all water conditions.

Suma Rinse A5 is a standard neutral rinse additive. It has been specially formulated for use in a wide range of ware washing machines. The product contains a special blend of non-ionic surfactants for rapid, spot and streak free drying on all cleaned surfaces in soft and medium hard water conditions.",?,Suma Rinse A5 Aid 2x5L ,JD0111
Diversey,Diversey Logo,Kitchen Hygiene,Suma Break Up D3.5 2x5L,"Concentrated liquid degreaser

 

This fast acting heavy duty degreaser from Suma is designed to remove fat, oil and carbons from the inside of ovens, grills, and other metallic cooking equipment including aluminium. The industrial degreasing formula cutz through the heaviest grease and fatty deposits which can otherwise prove difficult to get rid of.

This ready to use solution is non-caustic, non-hazardous and is particularly effective for cleaning the inside of dishwashers and similar industrial kitchen equipment which can collect deposits of fat and grease in time.",28.06,Suma Break Up D3.5 2x5L,JD0287
Diversey,Diversey Logo,Kitchen Hygiene,Suma Break Up D3.5 J-Flex,"Concentrated liquid degreaser, part of the J-Flex System

Suma D3.5 J-Flex is an alkaline liquid detergent suitable for manual cleaning of all heavily soiled surfaces in the kitchen, like floors, equipment, cooker hoods and cooker tops.

It is an optimal blend of non-ionic and anionic surfactants, for good wetting of surfaces, and alkali and sequestrant for effective removal of all kinds of grease and dried-on food.

The formulation is balanced in such a way that the product is safe for use on aluminium surfaces.",15.92,Suma Break Up D3.5 J-Flex,JD0179
Diversey,Diversey Logo,Kitchen Hygiene,Suma Calc D5,"Concentrated acidic cleaner

 

Suma Calc D5 is a concentrated acidic cleaner for the removal of limescale from kitchen equipment, utensils and for descaling of dishwashing machines.

The combination of inorganic acid and nonionic surfactant assures effective descaling of all kind of surfaces.",?,Suma Calc D5,JD0138
Diversey,Diversey Logo,Kitchen Hygiene,Suma Bac D10,"Concentrated liquid detergent sanitiser

Suma Bac D10 is a highly concentrated detergent surface sanitizer for one-step cleaning and disinfection. Effective against a wide range of micro-organisms in all water conditions.",32.34,Suma Bac D10,JD0211
Diversey,Diversey Logo,Kitchen Hygiene,Suma Bac D10 5L,"Concentrated liquid detergent sanitiser

Concentrated detergent disinfectant

Concentrated detergent disinfectant for cleaning and disinfectant of all surfaces in food premises
Effective against a wide spectrum of micro-organisms, helping to improve hygiene security
One product to clean and disinfect.",?,Suma Bac D10 5L,JD0123
Diversey,Diversey Logo,Kitchen Hygiene,Suma Bac D10 J-Flex 1.5L,"Super concentrated liquid detergent sanitiser, part of the J-Flex system

Suma D10.1 Conc J-Flex is a highly concentrated detergent disinfectant for one step cleaning and disinfection of all surfaces in food premises.",?,Suma Bac D10 J-Flex 1.5L,JD0213
Diversey,Diversey Logo,Kitchen Hygiene,Suma Combi +LA6 5L,"2 in 1 detergent and rinse aid

Suma Combi+ LA6 is a combined concentrated liquid mechanical ware washing detergent and rinse aid in one.",21.52,Suma Combi +LA6 5L,JD0406
Diversey,Diversey Logo,Kitchen Hygiene,Clax Revoflow PRO P1 3x4.5 Kg,"High active soft water detergent, part of the Revoflow system.",111.15,Clax Revoflow PRO P1 3x4.5 Kg,JD0284
Diversey,Diversey Logo,Kitchen Hygiene,Suma Revoflow Clear A11 3x4L,"Acidic rinse aid, part of the Revoflow system

Ensures quick drying
Gives streak and spot-free results
Being highly concentrated, gives excellent economy in use
Convenient pack is easy to handle with less plastic waste
No contact with chemicals due to innovative packaging design
Compatible with soft metals
Concentrated low foam machine rinse additive with scale control properties",210.1,Suma Revoflow Clear A11 3x4L,JD0377
Diversey,Diversey Logo,Kitchen Hygiene,Suma Shine K2 10KG Tub Destainer,"Powder destainer/pre-soaker.

The Suma Shine K2 Destainer is a presoak and destaining cleaning chemical for use on plastic which effectively removes stains when used before washing. Suma Shine will need to be diluted in water before use - one scoop into sink or reservoir of warm water. This effective and quality cleaner is ideal for use on crockery and cutlery.",63.28,Suma Shine K2 10KG Tub Destainer,JD0183
Diversey,Diversey Logo,Kitchen Hygiene,Bryta 5 in 1 Dish Wash Tabs 120pc,"Dishwasher tablets for all water conditions

Professional machine dishwasher tablets with rinse aid and salt, manual dose in dissolvable wrapping.",27.25,Bryta 5 in 1 Dish Wash Tabs 120pc,JD0022(120)
Diversey,Diversey Logo,Kitchen Hygiene,Suma Unison Maxi G3 3x4.5 kg,"Suma Unison Maxi G3 is a high performance machine ware washing detergent specially formulated to provide excellent soil removal in medium hard to hard water conditions.

 A heavy duty, alkaline powder detergent which is suitable for use in all types of automatically dosed commercial ware washing machines.",136.95,Suma Unison Maxi G3 3x4.5 kg,JD0035
Diversey,Diversey Logo,Kitchen Hygiene,Suma Star plus D1 4x1.5L,"Highly concentrated manual dishwashing liquid.  For use with Divermite dispensing system.

Divermite Suma Star Plus is a highly concentrated pouch of washing up liquid that cuts through grease and food particles with ease. A perfect solution for restaurants, cafeterias, commercial catering units, workplace canteens etc., Suma Star washing up liquid is design for dishwashing by hand. Compatible with a Divermite Plus Dispenser (33-055), the dosage is controlled to save on waste and optimise usage. A high performance hand dishwashing solution for busy kitchen and catering environments. ",79.19,Suma Star plus D1 4x1.5L,JD0116
Diversey,Diversey Logo,Kitchen Hygiene,Suma Grill D9,"Oven & grill cleaner (Not suitable for aluminium).

Suma Grill D9 is a heavy-duty degreaser for the cleaning of ovens and grills. Dark brown coloured liquid Suma Grill D9 is an alkaline liquid with a faint characteristic smell but is non-tainting.",?,Suma Grill D9,JD0295
Diversey,Diversey Logo,Kitchen Hygiene,Suma Bac D10 2 x 1.4L Smart Dose,"Concentrated liquid detergent sanitiser

Diversey 1.4Lit Smartdose D10 Suma Bac Kitchen Sanitiser. SmartDose is a maintenance free, portable dosing system. Allows for 2 different shot sizes, making it suitable for bucket, machine and sink filling. General purpose, hand dish wash, floors, glass.

SmartDose is an innovative dosing platform for super concentrate daily cleaners and disinfectants setting a new industry benchmark of accuracy, simplicity and safety for the users without the need for a connected water supply. 

The Smart pump technology is very practical and uses icon based instructions. This makes it possible to vary shot sizes for any of the different cleaning methods including spray cleaning, bucket cleaning or scrubber driers, but requires minimal user training or measuring. And being a closed system, it provides the maximum level of safety and cost control.

SmartDose also dramatically reduces the environmental footprint of all it's users. All daily formulations are EU-Flower certified and as platform for super concentrates, it by definition offers packaging, chemical, storage as well as transport benefits versus standard platforms.",17.81,Suma Bac D10 2 x 1.4L Smart Dose,JD0211
Diversey,Diversey Logo,Kitchen Hygiene,Endbac Sanitizing Tablets 6x230,"Chlorine tablets for food surfaces and salad washing.

Chlorine based sanitising tablets for food contact surfaces and salad washing. Fast dissolving.",94.76,Endbac Sanitizing Tablets 6x230,JD0290
Diversey,Diversey Logo,Building Care,TASKI Sani 4 in 1 Conc,"Concentrated  acidic washroom cleaner and disinfectant.

Concentrated neutral pH daily washroom cleaner for all surfaces 
 

Versatile can be used for surfaces and floors, ideal in hard water areas to control limescale
Safe to use on all surfaces including chrome and stainless steel.
Pleasant ONT fragrance",26.28,TASKI Sani 4 in 1 Conc,JD0271(N)
Diversey,Diversey Logo,Building Care,TASKI Sani 4 in 1 QuattroSelect,"Concentrated  acidic washroom cleaner and disinfectant

TASKI Sani 4 in 1 is a concentrated cleaner, descaler, disinfectant and deodoriser for all acid resistant hard surfaces in washroom areas. Its special formulation combines excellent cleaning performance and lime scale removal, even in hard water conditions. TASKI Sani 4 in 1 is bactericidal and fungicidal to give a hygienic clean and reduce cross contamination.

This acidic based formulation cleans, descales, disinfects and deodorises in one step. It is effective against a wide spectrum of micro-organisms including E coli and Salmonella providing excellent hygiene and reducing the risk of cross contamination. The unique patented ONT air neutralising technology alters malodour molecules therefore enhances the image of your washroom. This excellent cleaner works in a large spectrum of water hardness and by combining so many features in a washroom cleaner it actually reduces the number of products required in the washroom area.

Please speak to us about the installing the Dilution Control Station for dispensing of QS chemicals.  A free site survey is available to assess requirements and deliver recommendations for the best cost in use solution.
 

Quattro Select is a cabinet system from Diversey that allows up to four concentrated cleaning products to be prepared at different dilutions and speeds at the same time. The V-shaped profile of the Quattro Select cartridge ensures it is completely emptied. They also use just 50g of EU-approved mixed plastics, and they contain the equivalent to 250 standard trigger bottles. Concentrated products are more cost effective and environmentally friendly as less water in the product means less water content to transport from manufacturing site to the point of use. Diversey promotes the use of concentrates and has a number of dispensing platforms that allow you to use concentrates to mix your own dilutions on site.

Choosing Quattro Select will improve efficiency with high-speed accurate filling of bottles, buckets and scrubber driers with it’s two flow rates. It provides excellent results in a simple and easy way with precise dilution. Each Quattro Select can deliver up to 2500 litres of ready-to-use product with just two pouches – saving on transport, storage and packaging waste, making it the environmentally friendly product of choice, while improving your operational costs.",88.78,TASKI Sani 4 in 1 QuattroSelect,JD0460
Diversey,Diversey Logo,Building Care,TASKI Sani Des QuattroSelect,"Concentrated daily use washroom cleaner and disinfectant.

TASKI Sani Des is a cleaner and disinfectant for all washroom surfaces. It is a versatile cleaner and disinfectant designed to effectively fight against a wide range of micro-organisms. The fresh fragrance of this washroom cleaner leaves your bathrooms smelling clean, whilst the cleaner removes common washroom soils. Sold in cases of 2x1.

This acidic based formulation cleans, descales, disinfects and deodorises in one step. It is effective against a wide spectrum of micro-organisms including E coli and Salmonella providing excellent hygiene and reducing the risk of cross contamination. The unique patented ONT air neutralising technology alters malodour molecules therefore enhances the image of your washroom. This excellent cleaner works in a large spectrum of water hardness and by combining so many features in a washroom cleaner it actually reduces the number of products required in the washroom area.

Please speak to us about the installing the Dilution Control Station for dispensing of QS chemicals. A free site survey is available to assess requirements and deliver recommendations for the best cost in use solution.",?,TASKI Sani Des QuattroSelect,JD0222
Diversey,Diversey Logo,Building Care,Taski Sani Mould Out 750ml,"Bleach-based cleaner for removing stains inluding mould and mildew. Whitens and brightens discoloured grout.

Taski Sani Mould Out is a powerful grout cleaner with a formulation that removes mould, mildew and fungus from ceramic and tiled areas in washrooms, bathrooms and leisure facilities. Mould Out has a highly alkaline formulation which also removes body fat and soap scum whilst helping to prevent bad odours.  Supplied in a handy ready to use 750ml trigger spray bottle, Sani Mould Out can be used for daily or periodic cleaning.  This mould cleaners high-foaming performance ensures it can be sprayed onto vertical ceramic and tiled surfaces to ensure adequate contact time. ",41.38,Taski Sani Mould Out 750ml,JD0142
Diversey,Diversey Logo,Building Care,Taski Sprint 200 EXACT 1L,"Multi-purpose hard surface cleaner - super concentrate.

The EXACT System offers a simple choice of just three products: choose one red, one blue, one green.  These three products will then deal quickly and efficiently with all daily cleaning tasks.  With its smart packaging, waste and storage is reduced.  Exact also ensures accurate dosing and the colour coding system makes this cleaning system easy to use.

Sprint 200 is an alcohol based daily hard surface cleaner super concentrate.  .

This product is part of the unique EXACT dosing and packaging concept for accurate dosage and cost control available from Diversey.  Please speak to us regarding dosing system installation or help and advice.
",10.2,Taski Sprint 200 EXACT 1L,JD0268
Diversey,Diversey Logo,Building Care,TASKI Sprint 200 Pur-Eco SD 1.4L E1a,"Multi-purpose hard surface cleaner - super concentrate.

Sprint 200 Pur-Eco is a multi-purpose cleaner, which is alcohol-based for daily cleaning of hard water resistant surfaces.  Part of the SmartDose system which is an innovative portable dosing platform.   Thanks to its smart packaging, the SmartDose concept allows to easily, safely and accurately dose concentrated cleaning products.  Sprint 200 Pur-Eco SD is formulated with surfactants derived from natural vegetable sources to minimise the impact on the environment and ensure a safer use.  Sprint 200 Pur-Eco SD ful_ ls the criteria of the EU “Flower” and Scandinavian “NordicSwan” eco-label schemes. 

Pur-Eco is a solution of choice when combining performance, safety for the user and environmental responsibility.  All formulations are used at low dosages, limiting the use and disposal of chemicals into the environment and packed in recyclable material.  Diversey's expertise environmental commitment and certi­fication against ISO 9001, ISO 14001 and the AISE Charter of Sustainable Cleaning provide further guarantee of quality and efficacy.",26.25,TASKI Sprint 200 Pur-Eco SD 1.4L E1a,JD0207
Diversey,Diversey Logo,Building Care,TASKI Sprint 200 Pur-Eco QuattroSelect,"Multi-purpose hard surface cleaner - super concentrate.

Taski Sprint is a highly concentrated alcohol-based daily cleaner for water resistant hard surfaces.  This surface cleaner is very economical thanks to excellent cleaning performance at low dosages.  Taski Sprint dries quickly without streaking and leaves a pleasant fresh fragrance. Suitable for use with single disc machines and wet mopping systems.  Sold in cases of 2x1.

This acidic based formulation cleans, descales, disinfects and deodorises in one step. It is effective against a wide spectrum of micro-organisms including E coli and Salmonella providing excellent hygiene and reducing the risk of cross contamination. The unique patented ONT air neutralising technology alters malodour molecules therefore enhances the image of your washroom. This excellent cleaner works in a large spectrum of water hardness and by combining so many features in a washroom cleaner it actually reduces the number of products required in the washroom area.

Please speak to us about the installing the Dilution Control Station for dispensing of QS chemicals. A free site survey is available to assess requirements and deliver recommendations for the best cost in use solution.",58.94,TASKI Sprint 200 Pur-Eco QuattroSelect,JD0288
Diversey,Diversey Logo,Building Care,Sprint Hard Surface Cleaner 5L,"Multi-purpose hard surface cleaner.

A fast and effective cleaner with a clean, fresh fragrance. This cleaner is suitable for all surfaces and leaves no residue which saves time and effort. Ideal for use on walls, paintwork, doors, ceramic tiles, laminates and other hard washable surfaces. ",10.58,Sprint Hard Surface Cleaner 5L,JD0008
Diversey,Diversey Logo,Building Care,Taski Sprint Glass J Flex 1.5L,"Concentrated, non-streaking, quick-drying, non-ammoniated glass cleaner.

Sprint Glass J-Flex concentrated glass cleaner will leave surfaces such as glass, stainless steel and mirrors stain and streak free.",22.38,Taski Sprint Glass J Flex 1.5L,JD0041
Diversey,Diversey Logo,Building Care,Taski Sprint Glass QS 2x2.5L,"Concentrated, non-streaking, quick-drying, non-ammoniated glass cleaner.",77.81,Taski Sprint Glass QS 2x2.5L,JD0224
Diversey,Diversey Logo,Building Care,Taski Sprint Spitfire 750ml,"Heavy-duty, spray-and-wipe power cleaner.

Taski Spitfire Spray is a heavy duty alkaline cleaner for most water resistant hard surfaces.  Taski Spitfire has excellent emulsifying properties and contains alkaline and solvent ingredients.  Spitfire Spray, with its fresh fragrance, ready to use, no rinse and streak-free formular, is easy to apply and dries quickly without leaving any residue.  Diversey's Taski Spitfire is excellent at removing graffiti as well as other persistant stains.  Taski Spitfire is a great trouble shooter, but Taski Spitfire can also be used for periodic deep cleaning on most water resistant hard surfaces.   This Diversey graffitti and solvent cleaner, Taski Sprint Spitfire, is sold in 750ml trigger spray bottles individually.",5.63,Taski Sprint Spitfire 750ml,JD0167
Diversey,Diversey Logo,Building Care,Sani 4 in 1 Smartdose 1.4L,"Concentrated  acidic washroom cleaner and disinfectant.

Super Concentrated Glass and Hard Surface Cleaner

SmartDose is an innovative dosing platform for super concentrate daily cleaners and disinfectants setting a new industry benchmark of accuracy, simplicity and safety for the users without the need for a connected water supply.

The Smart pump technology is very practical and uses icon based instructions. This makes it possible to vary shot sizes for any of the different cleaning methods including spray cleaning, bucket cleaning or scrubber driers, but requires minimal user training or measuring. And being a closed system, it provides the maximum level of safety and cost control.

SmartDose also dramatically reduces the environmental footprint of all it’s users. All daily formulations are EU-Flower certified and as platform for super concentrates, it by definition offers packaging, chemical, storage as well as transport benefits versus standard platforms.",34.16,Sani 4 in 1 Smartdose 1.4L,JD0303(N)
Diversey,Diversey Logo,Building Care,Taski Sani Des 2x5L,"Daily use washroom cleaner and disinfectant.

TASKI Sani Des is a cleaner and disinfectant for all washroom surfaces.  It is a versatile cleaner and disinfectant designed to effectively fight against a wide range of micro-organisms.  The fresh fragrance of this washroom cleaner leaves your bathrooms smelling clean, whilst the cleaner removes common washroom soils. Taski Sani Des Washroom Cleaner & Disinfectant is sold in 5ltr ready to use containers, in cases of 2.",33.07,Taski Sani Des 2x5L,JD01125L
Diversey,Diversey Logo,Building Care,Taski Sani Des EXACT 1L,"Concentrated daily use washroom cleaner and disinfectant.

The EXACT System offers a simple choice of just three products: choose one red, one blue, one green.  These three products will then deal quickly and efficiently with all daily cleaning tasks.  With its smart packaging, waste and storage is reduced.  Exact also ensures accurate dosing and the colour coding system makes this cleaning system easy to use.

TASKI Sani Des is a cleaner and disinfectant for all washroom surfaces.  It is a versatile cleaner and disinfectant designed to effectively fight against a wide range of micro-organisms.  The fresh fragrance of this washroom cleaner leaves your bathrooms smelling clean, whilst the cleaner removes common washroom soils.  Sold in cases of 6x1.

This product is part of the unique EXACT dosing and packaging concept for accurate dosage and cost control available from Diversey.  Please speak to us regarding dosing system installation or help and advice.",14.3,Taski Sani Des EXACT 1L,JD0269
Diversey,Diversey Logo,Building Care,Sani Des J Flex Cleaner Disinfectant 1.5L,"Concentrated daily use washroom cleaner and disinfectant.

TASKI Sani Des is a cleaner and disinfectant for all washroom surfaces.  It is a versatile cleaner and disinfectant designed to effectively fight against a wide range of micro-organisms.  The fresh fragrance of this washroom cleaner leaves your bathrooms smelling clean, whilst the cleaner removes common washroom soils.  

This product is part of the unique revolutionary Divery J-Flex system which provides customer solutions to the issues surrounding dilution control available.  Please speak to us regarding dosing system installation or help and advice",22.03,Sani Des J Flex Cleaner Disinfectant 1.5L,JD0043
Diversey,Diversey Logo,Building Care,Taski Sprint 200 JFlex 1.5Lt,"Multi-purpose hard surface cleaner - super concentrate

Taski Sprint is a highly concentrated alcohol-based daily cleaner for water resistant hard surfaces. This surface cleaner is very economical thanks to excellent cleaning performance at low dosages. Taski Sprint dries quickly without streaking and leaves a pleasant fresh fragrance. Suitable for use with single disc machines and wet mopping systems. Sold in cases of 1.

This product is part of the unique revolutionary Diversey J-Flex system which provides customer solutions to the issues surrounding dilution control available. Please speak to us regarding dosing system installation or help and advice.",46.73,Taski Sprint 200 JFlex 1.5Lt,JD0245
Diversey,Diversey Logo,Building Care,Taski Sprint Anti Bac 2x5L,"Multi-purpose hard surface cleaner and disinfectant.

 

Taski Sprint Disinfectant is for the cleaning and disinfecting of water-resistant surfaces, including floors and walls.  This versatile cleaner with disinfectant properties is effective against a range of soils and bacteria.  With its fresh fragrance, Taski Sprint Antibac ensures effective cleaning of all water-resistant hard surfaces and reduces the risk of accidental bacteria cross-contamination.  This Taski disinfectant from Diversey is sold in cases of 2.  Suitable for both trigger and bucket application, Taski Sprint anti bac is available in large 5ltr containers.

Taski is a brand manufactured by Diversey designed to give professional cleaning results.",29.98,Taski Sprint Anti Bac 2x5L,JD0346
Diversey,Diversey Logo,Building Care,TASKI Sani 4 in 1 J Flex 1.5L,"Concentrated  acidic washroom cleaner and disinfectant.

Sani 4 in 1 is a concentrated cleaner, descaler, disinfectant and deodoriser for all acid resistant hard surfaces in washroom areas. Its special formulation combines excellent cleaning performance and lime scale removal, even in hard water conditions.Sani 4 in 1 is bactericidal and fungicidal to give a hygienic clean and reduce cross contamination.

This acidic based formulation cleans, descales, disinfects and deodorises in one step. It is effective against a wide spectrum of micro-organisms including E coli and Salmonella providing excellent hygiene and reducing the risk of cross contamination. The unique patented ONT air neutralising technology alters malodour molecules therefore enhances the image of your washroom. This excellent cleaner works in a large spectrum of water hardness and by combining so many features in a washroom cleaner it actually reduces the number of products required in the washroom area",37.98,TASKI Sani 4 in 1 J Flex 1.5L,JD0371
Diversey,Diversey Logo,Building Care,Good Sense BreakDown 5L,"Biological based odour neutraliser.

Good Sense Break Down enzyme based odour neutraliser is excellent at eliminating odours in urinals, toilets, bins and drains.  The dual action of cleaning detergents and bacteria culture inside of Good Sense Break Down breaks down organic material.  This odour neutraliser can be used for a wide variety of applications including the removal of stubborn odours from carpets.  Good Sense Break Down contains Odour Neutralising Technology.

The Good Sense range from Diversey offers a complete solution to all odour control problems.  These odour control products get to work immediately and keep working to ensure your premises are kept fresh and inviting.",36.69,Good Sense BreakDown 5L,JD0434
Diversey,Diversey Logo,Personal Care,Softcare Dispensers (cartridge),"Dispenser for Soft Care Line 800ml cartridgesDispenser for Soft Care Line 800ml cartridges.

Plastic dispenser for Soft Care 800ml cartridge personal hygiene products.  This soap dispenser has a modern design and is designed to be robust enough for regular use.  Measuring 230(h)x155(w)x100mm(d) this Soft Care dispenser is ease to mount on the wall, and has a content viewing window.",?,Softcare Dispensers (cartridge),DIS0015
Diversey,Diversey Logo,Personal Care,Softcare Fresh H1 800ml,"Lightly perfumed general purpose hand wash.

LeverLine Fresh is a highly effective general handwashing product, suitable for application in a wide range of areas, such as restaurants, offices and schools.",43.58,Softcare Fresh H1 800ml,JD0139
Diversey,Diversey Logo,Personal Care,Softcare H61 Sport 2in1 2 x 5L,Mild premium quality hair and body shampoo.,37.61,Softcare H61 Sport 2in1 2 x 5L,JD0344
Diversey,Diversey Logo,Personal Care,Soft Care Dove Cream Wash H2 28x0.3L,"Mild and Gentle hand wash formula.

A premium quality skin wash product. This hand wash has 25% moisturisers which ensure the product is soft and gentle to your customers skins. Ensure your guests hands have a healthy moisturised feeling with Dove Cream Wash. It cleanses their hands gently and protects their natural moisture level whilst they wash them. And Dove's 1/4 Active Moisturising cream and skin pH-neutral cleansing ingredients ensure that it is so mild they can even use it on your face. 
This product fits the Soft Care Select Wall Brackets available in chrome or white.",NO STOCK,Soft Care Dove Cream Wash H2 28x0.3L,
Diversey,Diversey Logo,Personal Care,Softcare H5 Hand Sanitizer 10x500ml,"Alcohol rub for skin disinfectant.

Alcohol rub for instant hand disinfection
Efficient against bacteria and viruses
EN1500 approved for surgical hand disinfection
Thickening system ensures the gel does not instantly liquefy and run off the hands making it easier to apply correctly
500ml pump top bottle",77.76,Softcare H5 Hand Sanitizer 10x500ml,JD0297
Diversey,Diversey Logo,Personal Care,Softcare Dermosoft H9 800ml x6,"A reconditioning cream for softening and moisturising hands.

A reconditioning cream for softening and moisturising hands 
 

Helps to prevent dry and cracked skin
Easily absorbed into skin
Non-greasy, non-perfumed
Pack size   6 x 800ml",54.75,Softcare Dermosoft H9 800ml x6,JD0188
Diversey,Diversey Logo,Personal Care,Softcare H21 Extra Mild Hand Cleaner 6x800ml,"Mild  natural soap based hand washing cream for frequent use.

Mild, natural soap/hand washing cream for frequent use. Contains moisturisers to re-hydrate the skin.",41.9,Softcare H21 Extra Mild Hand Cleaner 6x800ml,JD491
Diversey,Diversey Logo,Personal Care,SoftCare Sensisept H34 6 x 800ml,2 in 1 skin disinfectant and cleanser including a skin conditioner.,?,SoftCare Sensisept H34 6 x 800ml,JD0117
Diversey,Diversey Logo,Personal Care,SoftCare Lux 2in1 H68 6x800ml,"Mild premium quality hair and body shampoo.

LeverLine Lux 2in1 is a mild hair and body shampoo. The product can also be used as bath foam gel and can be applied in hotel bathrooms, and shower rooms of sports clubs.",74.43,SoftCare Lux 2in1 H68 6x800ml,JD0340
Diversey,Diversey Logo,Personal Care,Softcare Refillable Soap Dispenser,"A plastic wall mounted dispenser for all Soft Care 5 litre products.

Specifically built for hard-working industrial settings.",?,Softcare Refillable Soap Dispenser,DIS0015(REF)
Diversey,Diversey Logo,Personal Care,Softcare Silk H200 Soap 2x5L,"Mild hand wash with perfume.

Soft Care Silk is a mild general handwashing product. The product is especially suitable for use in areas where frequent handwashing is required. gives mild and effective skin cleansing with the skin care ingredients and humectants helping to keep the skin in good condition.",31.08,Softcare Silk H200 Soap 2x5L,JD0337
Diversey,Diversey Logo,Personal Care,Soft Care Select Wall Bracket,A wall bracket for Soft Care Select products.,?,Soft Care Select Wall Bracket,
Diversey,Diversey Logo,Personal Care,Softcare Med H5 6x800ml,"Alcohol rub for skin disinfection based on isopropanol.

Lever Med is a 70% alcohol gel for hygenic hand disinfection. The product is suitable for application in the healthcare and food processing area.

6x800ml",58.41,Softcare Med H5 6x800ml,JD0024
